date,direction,tier,gap_pct,iv_daily,exit_reason,exit_bar,entry_fill,exit_fill,contracts,risk_cap,gross_pnl,commission,slippage,net_pnl,return_pct,portfolio_before,portfolio_after,peak_gamma,capped
2022-09-09,put,2,0.007871064467766125,0.24049395729891512,HARD_STOP,7,2.512382669831757,1.4850197881225788,7,2000.0,-719.1540171964247,4.55,103.89673000457236,-723.7040171964246,-0.3618520085982123,100000.0,99276.29598280358,0.06606019044006732,False
2022-12-29,put,2,0.01135207077428954,0.27488702522225034,HARD_STOP,8,2.3858496416351898,1.3651397359319832,8,1985.5259196560717,-816.5679245625652,5.2,115.52375294205018,-821.7679245625652,-0.41387922284334117,99276.29598280358,98454.52805824102,0.0727337996786146,False
2023-01-03,put,2,0.008483644145521134,0.23285109459495892,EXTRINSIC_EXIT,9,2.4791396653317834,3.943900004951544,7,1969.0905611648204,1025.3322377338322,4.55,199.12709994077022,1020.7822377338323,0.5184028900783446,98454.52805824102,99475.31029597485,0.0720583281392299,False
2023-01-04,put,2,0.008351614517184375,0.23297610451145412,EXTRINSIC_EXIT,12,1.9364034321230978,3.1017162279811408,10,1989.506205919497,1165.3127958580428,6.5,192.97462300379186,1158.8127958580428,0.582462518794944,99475.31029597485,100634.1230918329,0.09596961264135288,False
2023-01-09,put,2,0.007955449482895654,0.2511417705627394,HARD_STOP,7,2.3177513256751814,1.1662362359542315,8,2012.682461836658,-921.2120717767599,5.2,101.08428305057177,-926.41207177676,-0.4602872481590413,100634.1230918329,99707.71102005613,0.07841691749919388,False
2023-01-18,call,2,0.006112336793374074,0.21910187962012184,HARD_STOP,22,2.3007595225041095,1.1981941085580068,8,1994.1542204011225,-882.0523311568822,5.2,95.85967636542722,-887.2523311568823,-0.4449266371075414,99707.71102005613,98820.45868889925,0.0972788044925598,False
2023-03-03,call,2,0.0059963259505737,0.24375853661710087,GAMMA_PEAK,61,2.513087603500949,3.2095427194400674,7,1976.409173777985,487.51858115738304,4.55,157.5387137414053,482.968581157383,0.2443666967170413,98820.45868889925,99303.42727005664,0.10698716195837214,False
2023-03-06,call,2,0.004619094521618088,0.21908398357808712,EXTRINSIC_EXIT,25,2.5504970304870773,3.3851496472723155,7,1986.0685454011327,584.2568317496667,4.55,160.22325013013335,579.7068317496668,0.29188661846138925,99303.42727005664,99883.1341018063,0.07797397387044076,False
2023-04-13,call,2,0.0060732032087296535,0.17121115383927635,EXTRINSIC_EXIT,44,1.8946347946282551,2.2983254594725917,10,1997.662682036126,403.6906648443366,6.5,134.36291853335234,397.1906648443366,0.1988276941928446,99883.1341018063,100280.32476665064,0.12421293965429835,False
2023-06-02,call,2,0.00537060029451683,0.17392151247530602,HARD_STOP,5,1.9592248472022529,1.1190559368088757,10,2005.6064953330128,-840.1689103933771,6.5,92.94759093245753,-846.6689103933771,-0.42215106121941204,100280.32476665064,99433.65585625726,0.08497255592762962,False
2023-06-12,call,2,0.004874272443157512,0.176897742514775,GAMMA_PEAK,61,2.180130192801414,2.3679228727406914,9,1988.6731171251452,169.01341194534956,5.8500000000000005,125.01323140013989,163.16341194534957,0.08204637078879055,99433.65585625726,99596.81926820261,0.1397544935452457,False
2023-08-04,call,2,0.004995384698919563,0.16421422655920775,HARD_STOP,4,2.040762549190364,1.2352660101227262,9,1991.9363853640523,-724.9468851608739,5.8500000000000005,83.55582563786889,-730.7968851608739,-0.3668776224634861,99596.81926820261,98866.02238304174,0.08710558818525499,False
2023-08-10,put,2,0.008553139830040897,0.16895293994131566,HARD_STOP,6,2.0356009880496186,1.212311473529223,9,1977.3204476608348,-740.960563068356,5.8500000000000005,83.36636431506031,-746.810563068356,-0.37768818096825485,98866.02238304174,98119.21181997338,0.08706401243016339,False
2023-08-28,put,2,0.007972125435540107,0.17470357346838328,HARD_STOP,11,2.0588928214324675,1.291060099811338,9,1962.3842363994677,-691.0494494590166,5.8500000000000005,87.96429773315266,-696.8994494590166,-0.35512894800748596,98119.21181997338,97422.31237051437,0.08832050464829473,False
2023-09-29,put,2,0.009737870123987991,0.14400373958244436,EXTRINSIC_EXIT,25,1.911112599008803,2.4704829577832643,10,1948.4462474102875,559.3703587744614,6.5,130.45921309278862,552.8703587744614,0.2837493513148185,97422.31237051437,97975.18272928883,0.12019563009583988,False
2023-10-27,put,2,0.008258612553090947,0.19175209441722108,HARD_STOP,6,2.0349043676084033,1.2797598975371989,9,1959.5036545857768,-679.6300230640841,5.8500000000000005,91.61152473954546,-685.4800230640841,-0.34982329400604717,97975.18272928883,97289.70270622475,0.08081670150095807,False
2023-11-10,call,2,0.004792944785276074,0.1981064832738018,EXTRINSIC_EXIT,27,2.2171349988920035,3.138994230473054,8,1945.794054124495,737.4873852648402,5.2,143.7844898691214,732.2873852648402,0.3763437264661244,97289.70270622475,98021.99009148958,0.09516110124742533,False
2023-11-22,call,2,0.005766320513489632,0.19595153709446725,HARD_STOP,4,2.547083985380368,1.530419960071232,7,1960.4398018297918,-711.6648177163952,4.55,89.63095440321784,-716.2148177163951,-0.3653337465643732,98021.99009148958,97305.7752737732,0.0676349766416881,False
2023-11-29,call,2,0.006494349915573451,0.14059185805015867,HARD_STOP,14,1.9213217961242475,1.1910187686637848,10,1946.1155054754638,-730.3030274604627,6.5,86.71888860625398,-736.8030274604627,-0.37860189972663066,97305.7752737732,96568.97224631273,0.09795822000288357,False
2024-01-19,call,2,0.00496745460774231,0.14474945259184893,HARD_STOP,12,2.1742178511614854,1.2856847656073465,8,1931.3794449262546,-710.8264684433111,5.2,75.93284484441529,-716.0264684433112,-0.37073319296439494,96568.97224631273,95852.94577786942,0.09018604091301434,False
2024-01-22,call,2,0.005399956800345597,0.15872993790056164,HARD_STOP,19,2.3982738211787926,1.2439759181727885,7,1917.0589155573884,-808.0085321042029,4.55,69.64012386148484,-812.5585321042029,-0.4238568389891919,95852.94577786942,95040.38724576522,0.10045454113074852,False
2024-01-25,call,2,0.005934999881300002,0.14290506067012274,HARD_STOP,15,1.9829198589870753,1.2525954624748168,9,1900.8077449153043,-657.2919568610328,5.8500000000000005,74.9022609048804,-663.1419568610328,-0.3488737662369852,95040.38724576522,94377.24528890419,0.10438432837986888,False
2024-02-14,call,2,0.006441109852774675,0.1646638755558832,HARD_STOP,27,2.228032525364488,1.394842673353045,8,1887.5449057780838,-666.5518816091545,5.2,76.02882946899818,-671.7518816091546,-0.3558865696666671,94377.24528890419,93705.49340729503,0.11129227487029644,False
2024-03-22,call,2,-0.0015174506828527147,0.15585215009200717,HARD_STOP,68,2.5294667297423357,1.3047794344408572,7,1874.1098681459007,-857.2811067110349,4.55,76.19820914196806,-861.8311067110349,-0.4598615702096825,93705.49340729503,92843.662300584,0.19332101415975672,False
2024-04-11,call,2,0.0046297362662675295,0.11860301803023203,HARD_STOP,9,1.9579846606312692,1.0461605645764787,9,1856.8732460116798,-820.6416864493115,5.8500000000000005,73.79788259577471,-826.4916864493115,-0.4450986023006725,92843.662300584,92017.17061413468,0.08801346581289653,False
2024-05-15,call,2,0.005682461343415471,0.1759606091568804,EXTRINSIC_EXIT,35,2.6548076648802277,3.332271825889267,6,1840.3434122826936,406.4784966054237,3.9000000000000004,116.28415840912503,402.5784966054237,0.21875183398846212,92017.17061413468,92419.7491107401,0.07806815364909854,False
2024-06-07,call,2,-0.0016776330123317762,0.11128765964077583,EXTRINSIC_EXIT,35,1.491780014134105,2.150876802032516,12,1848.394982214802,790.9161454780933,7.800000000000001,110.51996098918791,783.1161454780934,0.4236735941252882,92419.7491107401,93202.8652562182,0.14501234415764291,False
2024-10-08,call,2,0.005345695253607305,0.1499607404230781,EXTRINSIC_EXIT,14,3.0599427671859876,4.567086596241266,6,1864.057305124364,904.286297433167,3.9000000000000004,152.01780331830284,900.386297433167,0.48302500945543414,93202.8652562182,94103.25155365137,0.0628543467584514,False
2024-10-14,call,2,0.004938070071622454,0.13878110663642518,HARD_STOP,16,2.3523867903028344,1.2474383615249613,8,1882.0650310730273,-883.9587430222984,5.2,76.54480384073779,-889.1587430222985,-0.4724378426580509,94103.25155365137,93214.09281062907,0.08636455172494387,False
2024-10-18,call,2,0.005408284508542603,0.12109482624635631,HARD_STOP,30,2.2315852785004617,1.404505269132464,8,1864.2818562125813,-661.6640074943982,5.2,72.7229126403765,-666.8640074943983,-0.3577055718651787,93214.09281062907,92547.22880313467,0.11420214373289522,False
2024-10-25,call,2,0.005847953216374297,0.13490054923817812,HARD_STOP,28,2.178404226727935,1.3708156235536109,8,1850.9445760626934,-646.0708825394594,5.2,68.6184568660682,-651.2708825394594,-0.3518586623078876,92547.22880313467,91895.9579205952,0.12038831551448358,False
2024-11-04,call,2,-0.001177175192581717,0.1590185664424585,EXTRINSIC_EXIT,12,2.524357910329098,4.295794924937773,7,1837.9191584119042,1240.0059102260727,4.55,151.17316594294573,1235.4559102260728,0.672203619278661,91895.9579205952,93131.41383082127,0.06999946215045148,False
2024-11-07,call,2,0.005534761487616528,0.17705628255742864,EXTRINSIC_EXIT,22,3.3740891053329856,4.485818454203192,5,1862.6282766164254,555.864674435103,3.25,129.0845528889939,552.614674435103,0.29668543174860434,93131.41383082127,93684.02850525637,0.06402864437754777,False
2024-12-04,call,2,0.006484276117223331,0.16301879541942807,HARD_STOP,34,3.1396692774279558,1.969371177792365,5,1873.6805701051273,-585.1490498177955,3.25,72.37570022751939,-588.3990498177955,-0.31403381088847065,93684.02850525637,93095.62945543858,0.08646238824226886,False
2024-12-16,call,2,0.004877123066704499,0.1474998511172911,EXTRINSIC_EXIT,20,2.8910774510335195,3.8323217449479965,6,1861.9125891087717,564.7465763486862,3.9000000000000004,118.9147796230218,560.8465763486862,0.3012206800842045,93095.62945543858,93656.47603178727,0.07271894287137148,False
2024-12-18,call,2,-0.0013902196171260198,0.11907838720892287,HARD_STOP,25,3.6376887678163325,2.0962872986208083,5,1873.1295206357454,-770.7007345977621,3.25,84.43816895236921,-773.9507345977621,-0.4131859148400379,93656.47603178727,92882.52529718951,0.06951290569757168,False
