date,portfolio
2022-07-21,100000.0
2022-07-22,100000.0
2022-07-25,100000.0
2022-07-26,100000.0
2022-07-27,100000.0
2022-07-28,100000.0
2022-07-29,100000.0
2022-08-01,100000.0
2022-08-02,100000.0
2022-08-03,100000.0
2022-08-04,100000.0
2022-08-05,100000.0
2022-08-08,100000.0
2022-08-09,100000.0
2022-08-10,100000.0
2022-08-11,100000.0
2022-08-12,100000.0
2022-08-15,100000.0
2022-08-16,100000.0
2022-08-17,100000.0
2022-08-18,100000.0
2022-08-19,100000.0
2022-08-22,100000.0
2022-08-23,100000.0
2022-08-24,100000.0
2022-08-25,100000.0
2022-08-26,100000.0
2022-08-29,100000.0
2022-08-30,100000.0
2022-08-31,100000.0
2022-09-01,100000.0
2022-09-02,100000.0
2022-09-06,100000.0
2022-09-07,100000.0
2022-09-08,100000.0
2022-09-09,100000.0
2022-09-12,99368.84079224679
2022-09-13,99368.84079224679
2022-09-14,99368.84079224679
2022-09-15,99368.84079224679
2022-09-16,99368.84079224679
2022-09-19,99368.84079224679
2022-09-20,99368.84079224679
2022-09-21,99368.84079224679
2022-09-22,99368.84079224679
2022-09-23,99368.84079224679
2022-09-26,99368.84079224679
2022-09-27,99368.84079224679
2022-09-28,99368.84079224679
2022-09-29,99368.84079224679
2022-09-30,99368.84079224679
2022-10-03,99368.84079224679
2022-10-04,99368.84079224679
2022-10-05,99368.84079224679
2022-10-06,99368.84079224679
2022-10-07,99368.84079224679
2022-10-10,99368.84079224679
2022-10-11,99368.84079224679
2022-10-12,99368.84079224679
2022-10-13,99368.84079224679
2022-10-14,99368.84079224679
2022-10-17,99368.84079224679
2022-10-18,99368.84079224679
2022-10-19,99368.84079224679
2022-10-20,99368.84079224679
2022-10-21,99368.84079224679
2022-10-24,99368.84079224679
2022-10-25,99368.84079224679
2022-10-26,99368.84079224679
2022-10-27,99368.84079224679
2022-10-28,99368.84079224679
2022-10-31,99368.84079224679
2022-11-01,99368.84079224679
2022-11-02,99368.84079224679
2022-11-03,99368.84079224679
2022-11-04,99368.84079224679
2022-11-07,99368.84079224679
2022-11-08,99368.84079224679
2022-11-09,99368.84079224679
2022-11-10,99368.84079224679
2022-11-11,99368.84079224679
2022-11-14,99368.84079224679
2022-11-15,99368.84079224679
2022-11-16,99368.84079224679
2022-11-17,99368.84079224679
2022-11-18,99368.84079224679
2022-11-21,99368.84079224679
2022-11-22,99368.84079224679
2022-11-23,99368.84079224679
2022-11-25,99368.84079224679
2022-11-28,99368.84079224679
2022-11-29,99368.84079224679
2022-11-30,99368.84079224679
2022-12-01,99368.84079224679
2022-12-02,99368.84079224679
2022-12-05,99368.84079224679
2022-12-06,99368.84079224679
2022-12-07,99368.84079224679
2022-12-08,99368.84079224679
2022-12-09,99368.84079224679
2022-12-12,99368.84079224679
2022-12-13,99368.84079224679
2022-12-14,99368.84079224679
2022-12-15,99368.84079224679
2022-12-16,99368.84079224679
2022-12-19,99368.84079224679
2022-12-20,99368.84079224679
2022-12-21,99368.84079224679
2022-12-22,99368.84079224679
2022-12-23,99368.84079224679
2022-12-27,99368.84079224679
2022-12-28,99368.84079224679
2022-12-29,99368.84079224679
2022-12-30,98538.84287455022
2023-01-03,98538.84287455022
2023-01-04,102042.48222413221
2023-01-05,101110.83480305313
2023-01-06,101110.83480305313
2023-01-09,101110.83480305313
2023-01-10,100453.17805026425
2023-01-11,100453.17805026425
2023-01-12,100453.17805026425
2023-01-13,100453.17805026425
2023-01-17,100453.17805026425
2023-01-18,100453.17805026425
2023-01-19,99675.69202491816
2023-01-20,99675.69202491816
2023-01-23,99675.69202491816
2023-01-24,99675.69202491816
2023-01-25,99675.69202491816
2023-01-26,99675.69202491816
2023-01-27,99675.69202491816
2023-01-30,99675.69202491816
2023-01-31,99675.69202491816
2023-02-01,99675.69202491816
2023-02-02,99675.69202491816
2023-02-03,99675.69202491816
2023-02-06,99675.69202491816
2023-02-07,99675.69202491816
2023-02-08,99675.69202491816
2023-02-09,99675.69202491816
2023-02-10,99675.69202491816
2023-02-13,99675.69202491816
2023-02-14,99675.69202491816
2023-02-15,99675.69202491816
2023-02-16,99675.69202491816
2023-02-17,99675.69202491816
2023-02-21,99675.69202491816
2023-02-22,99675.69202491816
2023-02-23,99675.69202491816
2023-02-24,99675.69202491816
2023-02-27,99675.69202491816
2023-02-28,99675.69202491816
2023-03-01,99675.69202491816
2023-03-02,99675.69202491816
2023-03-03,99675.69202491816
2023-03-06,99014.50194797409
2023-03-07,98213.50361282687
2023-03-08,98213.50361282687
2023-03-09,98213.50361282687
2023-03-10,98213.50361282687
2023-03-13,98213.50361282687
2023-03-14,98213.50361282687
2023-03-15,98213.50361282687
2023-03-16,98213.50361282687
2023-03-17,98213.50361282687
2023-03-20,98213.50361282687
2023-03-21,98213.50361282687
2023-03-22,98213.50361282687
2023-03-23,98213.50361282687
2023-03-24,98213.50361282687
2023-03-27,98213.50361282687
2023-03-28,98213.50361282687
2023-03-29,98213.50361282687
2023-03-30,98213.50361282687
2023-03-31,98213.50361282687
2023-04-03,98213.50361282687
2023-04-04,98213.50361282687
2023-04-05,98213.50361282687
2023-04-06,98213.50361282687
2023-04-10,98213.50361282687
2023-04-11,98213.50361282687
2023-04-12,98213.50361282687
2023-04-13,98213.50361282687
2023-04-14,97498.61139040784
2023-04-17,97498.61139040784
2023-04-18,97498.61139040784
2023-04-19,97498.61139040784
2023-04-20,97498.61139040784
2023-04-21,97498.61139040784
2023-04-24,97498.61139040784
2023-04-25,97498.61139040784
2023-04-26,97498.61139040784
2023-04-27,97498.61139040784
2023-04-28,97498.61139040784
2023-05-01,97498.61139040784
2023-05-02,97498.61139040784
2023-05-03,97498.61139040784
2023-05-04,97498.61139040784
2023-05-05,97498.61139040784
2023-05-08,97498.61139040784
2023-05-09,97498.61139040784
2023-05-10,97498.61139040784
2023-05-11,97498.61139040784
2023-05-12,97498.61139040784
2023-05-15,97498.61139040784
2023-05-16,97498.61139040784
2023-05-17,97498.61139040784
2023-05-18,97498.61139040784
2023-05-19,97498.61139040784
2023-05-22,97498.61139040784
2023-05-23,97498.61139040784
2023-05-24,97498.61139040784
2023-05-25,97498.61139040784
2023-05-26,97498.61139040784
2023-05-30,97498.61139040784
2023-05-31,97498.61139040784
2023-06-01,97498.61139040784
2023-06-02,97498.61139040784
2023-06-05,96455.81249597616
2023-06-06,96455.81249597616
2023-06-07,96455.81249597616
2023-06-08,96455.81249597616
2023-06-09,96455.81249597616
2023-06-12,96455.81249597616
2023-06-13,95798.70626973717
2023-06-14,95798.70626973717
2023-06-15,95798.70626973717
2023-06-16,95798.70626973717
2023-06-20,95798.70626973717
2023-06-21,95798.70626973717
2023-06-22,95798.70626973717
2023-06-23,95798.70626973717
2023-06-26,95798.70626973717
2023-06-27,95798.70626973717
2023-06-28,95798.70626973717
2023-06-29,95798.70626973717
2023-06-30,95798.70626973717
2023-07-03,95798.70626973717
2023-07-05,95798.70626973717
2023-07-06,95798.70626973717
2023-07-07,95798.70626973717
2023-07-10,95798.70626973717
2023-07-11,95798.70626973717
2023-07-12,95798.70626973717
2023-07-13,95798.70626973717
2023-07-14,95798.70626973717
2023-07-17,95798.70626973717
2023-07-18,95798.70626973717
2023-07-19,95798.70626973717
2023-07-20,95798.70626973717
2023-07-21,95798.70626973717
2023-07-24,95798.70626973717
2023-07-25,95798.70626973717
2023-07-26,95798.70626973717
2023-07-27,95798.70626973717
2023-07-28,95798.70626973717
2023-07-31,95798.70626973717
2023-08-01,95798.70626973717
2023-08-02,95798.70626973717
2023-08-03,95798.70626973717
2023-08-04,95798.70626973717
2023-08-07,94752.9230081174
2023-08-08,94752.9230081174
2023-08-09,94752.9230081174
2023-08-10,94752.9230081174
2023-08-11,93773.69199716109
2023-08-14,93773.69199716109
2023-08-15,93773.69199716109
2023-08-16,93773.69199716109
2023-08-17,93773.69199716109
2023-08-18,93773.69199716109
2023-08-21,93773.69199716109
2023-08-22,93773.69199716109
2023-08-23,93773.69199716109
2023-08-24,93773.69199716109
2023-08-25,93773.69199716109
2023-08-28,93773.69199716109
2023-08-29,93146.60766824475
2023-08-30,93146.60766824475
2023-08-31,93146.60766824475
2023-09-01,93146.60766824475
2023-09-05,93146.60766824475
2023-09-06,93146.60766824475
2023-09-07,93146.60766824475
2023-09-08,93146.60766824475
2023-09-11,93146.60766824475
2023-09-12,93146.60766824475
2023-09-13,93146.60766824475
2023-09-14,93146.60766824475
2023-09-15,93146.60766824475
2023-09-18,93146.60766824475
2023-09-19,93146.60766824475
2023-09-20,93146.60766824475
2023-09-21,93146.60766824475
2023-09-22,93146.60766824475
2023-09-25,93146.60766824475
2023-09-26,93146.60766824475
2023-09-27,93146.60766824475
2023-09-28,93146.60766824475
2023-09-29,93146.60766824475
2023-10-02,92482.50155139604
2023-10-03,92482.50155139604
2023-10-04,92482.50155139604
2023-10-05,92482.50155139604
2023-10-06,92482.50155139604
2023-10-09,92482.50155139604
2023-10-10,92482.50155139604
2023-10-11,92482.50155139604
2023-10-12,92482.50155139604
2023-10-13,92482.50155139604
2023-10-16,92482.50155139604
2023-10-17,92482.50155139604
2023-10-18,92482.50155139604
2023-10-19,92482.50155139604
2023-10-20,92482.50155139604
2023-10-23,92482.50155139604
2023-10-24,92482.50155139604
2023-10-25,92482.50155139604
2023-10-26,92482.50155139604
2023-10-27,92482.50155139604
2023-10-30,91741.20492052472
2023-10-31,91741.20492052472
2023-11-01,91741.20492052472
2023-11-02,91741.20492052472
2023-11-03,91741.20492052472
2023-11-06,91741.20492052472
2023-11-07,91741.20492052472
2023-11-08,91741.20492052472
2023-11-09,91741.20492052472
2023-11-10,91741.20492052472
2023-11-13,91034.34976608683
2023-11-14,91034.34976608683
2023-11-15,91034.34976608683
2023-11-16,91034.34976608683
2023-11-17,91034.34976608683
2023-11-20,91034.34976608683
2023-11-21,91034.34976608683
2023-11-22,91034.34976608683
2023-11-24,90091.94689127499
2023-11-27,90091.94689127499
2023-11-28,90091.94689127499
2023-11-29,90091.94689127499
2023-11-30,89422.85759943016
2023-12-01,89422.85759943016
2023-12-04,89422.85759943016
2023-12-05,89422.85759943016
2023-12-06,89422.85759943016
2023-12-07,89422.85759943016
2023-12-08,89422.85759943016
2023-12-11,89422.85759943016
2023-12-12,89422.85759943016
2023-12-13,89422.85759943016
2023-12-14,89422.85759943016
2023-12-15,89422.85759943016
2023-12-18,89422.85759943016
2023-12-19,89422.85759943016
2023-12-20,89422.85759943016
2023-12-21,89422.85759943016
2023-12-22,89422.85759943016
2023-12-26,89422.85759943016
2023-12-27,89422.85759943016
2023-12-28,89422.85759943016
2023-12-29,89422.85759943016
2024-01-02,89422.85759943016
2024-01-03,89422.85759943016
2024-01-04,89422.85759943016
2024-01-05,89422.85759943016
2024-01-08,89422.85759943016
2024-01-09,89422.85759943016
2024-01-10,89422.85759943016
2024-01-11,89422.85759943016
2024-01-12,89422.85759943016
2024-01-16,89422.85759943016
2024-01-17,89422.85759943016
2024-01-18,89422.85759943016
2024-01-19,89422.85759943016
2024-01-22,88793.5711918851
2024-01-23,88205.18934957772
2024-01-24,88205.18934957772
2024-01-25,88205.18934957772
2024-01-26,87608.06487922788
2024-01-29,87608.06487922788
2024-01-30,87608.06487922788
2024-01-31,87608.06487922788
2024-02-01,87608.06487922788
